Doleo super te V Defecit in dolore	re	Q5F6N3R1	Q5F6b
Eia mater fons amoris V Ut sicut filius V Gloria	re	Q5F6N3R2	Q5F6b
Locuti sunt adversum me V Et posuerunt adversum	re	Q6F4R1	Q6F4
Regali solio fortis Iberiae	hy	0413H	0413
Laudemus Deum nostrum in veneratione beati Joseph	in	P2F4I	P2F4
Te Joseph celebrent agmina	hy	P2F4H	P2F4
Angelus Domini apparuit in somnis... fuge	an	P2F4N1A	P2F4
Clamavit populus ad regem V Salus nostra in manu	re	P2F4N1R1	P2F4
Fecit me Dominus V Venite ad me	re	P2F4N1R2	P2F4
Jam laetus moriar V Qui pascit V Gloria	re	P2F4N1R3	P2F4
Angelus Domini apparuit in somnis... vade	an	P2F4N2A	P2F4
Dedisti mihi protectionem salutis V Ego protector	re	P2F4N2R1	P2F4
Statuet filios suos sub tegmine V Sperate in eo	re	P2F4N2R2	P2F4
Si consistant adversum me V In te cantatio V Gloria	re	P2F4N2R3	P2F4
Consurgens Joseph... venit	an	P2F4N3A	P2F4
Joseph fili David V Ipse enim salvum	re	P2F4N3R1	P2F4
Surge et accipe Puerum V Ut adimpleretur V Gloria	re	P2F4N3R2	P2F4
Regem regum Dominum qui putari	in	0501I	0501b
Te pater Joseph opifex	hy	0501H	0501b
Exit homo ad opus	an	0501N1A	0501b
Sex diebus operaberis V Sex enim diebus	re	0501N1R1	0501b
Posuit Dominux V Haec erat conditio	re	0501N1R2	0501b
Post peccatum V Et in sudore V Gloria	re	0501N1R3	0501b
Jesus cum esset triginta	an	0501N2A	0501b
Non facies V Dignus est enim operarius	re	0501N2R1	0501b
Dedisti mihi protectionem salutis V Ego protector tuus	re	0501N2R2	0501b
Miser ego sum et pauper V Laborem mannum tuarum V Gloria	re	0501N2R3	0501b
Nonne hic est fabri filius	an	0501N3A	0501b
Jesus erat in cipiens V Faber autem	re	0501N3R1	0501b
Unde huic sapientia V Ita dicebant V Gloria	re	0501N3R2	0501b
Christum Regem crucifixum venite	in	0503I	0503
Pange lingua... Lauream	hy	0503H	0503
Inventae Crucis festa recolimus	an	0503N1A	0503
Gloriosum diem V In ligno pendes	re	0503N1R1	0503
Crux fidelis inter omnes V Super omnia ligna	re	0503N1R2	0503
Haec est arbor dignissima V Crux praecellenti V Gloria	re	0503N1R3	0503
Felix ille triumphus	an	0503N2A	0503
Nos autem gloriari V Tuam Crucem adoramus	re	0503N2R1	0503
Dum sacrum pignus V Ad crucis contactum	re	0503N2R2	0503
Hoc signum Crucis V Cum sederit Filius V Gloria	re	0503N2R3	0503
Adoramus te Christe... quia per Crucem	an	0503N3A	0503
Dulce lignum V Hoc signum Crucis erit	re	0503N3R1	0503
Sicut Moyses exaltavit V Non misit Deus V Gloria	re	0503N3R2	0503
Te splendor et virtus Patris	hy	0508H	0508
Concussum est mare... alleluia	an	0508N1A	0508
Factum est silentium in coelo V Millia millium	re	0508N1R1	0508
Stetit Angelus super aram V In conspectu Angelorum	re	0508N1R2	0508
In conspectu Angelorum V Super misericordia V Gloria	re	0508N1R3	0508
Michael Archangele venit in adjutorium... alleluia	an	0508N2A	0508
Hic est Michael Archangelus V Archangelus Michael praepositus	re	0508N2R1	0508
Venit Michael Archangelus V Emitte Domine Spiritum	re	0508N2R2	0508
In tempore illo consurget V In tempore illo salvabitur V Gloria	re	0508N2R3	0508
Angelus Archangelus Michael Dei nuntius... alleluia alleluia	an	0508N3A	0508
In conspectu Gentium V Stetit Angelus juxta	re	0508N3R1	0508
Michael Archangelus venit V Stetit Angelus juxta aram V Gloria	re	0508N3R2	0508
Athleta Christi nobilis	hy	0518H	0518
Christum regem qui suam coronavit Matrem	in	0531I	0531b
Rerum suprem in vertice	hy	0531H	0531b
Regalem dignitatem V Gloriam Reginae	re	0531N1R2	0531b
Elegit eam Deus V Et in tabernaculo V Gloria	re	0531N1R3	0531b
Suscipe verbum Virgo Maria V Et regina	re	0531N2R1	0531b
Ecce positus est hic V Ave Christi Mater	re	0531N2R2	0531b
Signum magnum...alleluia V Cujus filius regnat V Gloria	re	0531N2R3	0531b
Exaltata es sancta Dei Genitrix V Intercede pro nobis V Gloria	re	0531N3R2	0531b
Coelestis Agni nuptias O Juliana	hy	0619H	0619
Regem Praecursoris Dominum Venite	in	0624I	0624
Antra deserti teneris	hy	0624H	0624
Priusquam te formarem	an	0624N1A1	0624
Ad omnia quae mittam te	an	0624N1A2	0624
Ne timeas a facie eorum quia ego	an	0624N1A3	0624
Fuit homo missus a Deo cui nomen V Erat Joannes in deserto	re	0624N1R1	0624
Elizabeth Zachariae V Fuit homo	re	0624N1R2	0624
Priusquam te formarem V Vir dilectus a Deo V Gloria	re	0624N1R3	0624
Misit Dominus manum suam	an	0624N2A1	0624
Ecce dedi veba mea in ore tuo ecce	an	0624N2A2	0624
Dominus ab utero vocavit	an	0624N2A3	0624
Descendit Angelus Domini ad Zachariam V Iste puer magnus	re	0624N2R1	0624
Hic Praecursor dilectus V Ipse praeibit ante	re	0624N2R2	0624
Inuebant patri ejus V Apertum est os Zachariae V Gloria	re	0624N2R3	0624
Posuit os meum Dominus quasi gladium	an	0624N3A1	0624
Formans me ex utero servum	an	0624N3A2	0624
Reges videbunt et consurgent principes	an	0624N3A3	0624
Praecursor Domini venit V Hic est enim propheta	re	0624N3R1	0624
Gabriel Angelus apparuit Zachariae V Erit enim magnus V Gloria	re	0624N3R2	0624
Domine si tu es jube me V Cumque vidisset ventum validum	re	0629N2R1	0629
Christum Dei Filium qui suo nos redemit Sanguine	in	0701I	0701
Ira justa Conditoris	hy	0701H	0701
Postquam consummati sunt	an	0701N1A1	0701
Factus in agonia prolixius orabat	an	0701N1A2	0701
Judas qui eum tradidit poenitentia ductus	an	0701N1A3	0701
Jesus ut sanctificaret per suum sanguinem V Nondum enim usque	re	0701N1R1	0701
Moyses sumptum sanguinem V Fide celebravit	re	0701N1R2	0701
Vos qui aliquando eratis V Complacuit per eum V Gloria	re	0701N1R3	0701
Pilatus volens populo satis	an	0701N2A1	0701
Videns autem quia nihil proficeret	an	0701N2A2	0701
Et respondens universus	an	0701N2A3	0701
In timore incolatus V Sed pretioso sanguine	re	0701N2R1	0701
Empti estis pretio magno V Pretio empti estis	re	0701N2R2	0701
Commendat caritatem V Multo igitur magis V Gloria	re	0701N2R3	0701
Exivit ergo Jesus portans coronam	an	0701N3A1	0701
Et bajulans sibi crucem	an	0701N3A2	0701
Ut viderunt eum jam mortuum	an	0701N3A3	0701
Hic est qui venit per aquam V In die illa erit fons	re	0701N3R1	0701
Praedestinavit nos Deus in adoptionem V Remissionem V Gloria	re	0701N3R2	0701
Visitationem Virginis Mariae celebremus	in	0702I	0702
Surge propera amica mea formosa V Intravit Maria	re	0702N1R1	0702
Repleta est Spiritu Sancto Elisabeth V Ecce enim ut facta V Gloria	re	0702N1R3	0702
Ecce iste venit saliens V Exsultavit ut gigas	re	0702N2R1	0702
Beata quae credidisti quoniam V Venite et audite V Gloria	re	0702N2R3	0702
Sedibus coeli nitidis	hy	0707H	0707
Laudemus Deum nostrum in sanctis... Elisabeth	in	0708I	0708
Domare cordis impetus Elisabeth	hy	0708H	0708
Laudemus Deum nostrum in Conversione Mariae Magdalenae	in	0722I	0722
Maria castis osculis Lambit	hy	0722H	0722
Maria Magdalenae et altera V Et valde mane	re	0722N1R1	0722
Congratulamini... quaerebam V Recedentibus discipulis	re	0722N1R2	0722
Tulerunt Dominum meum V Cum ergo fleret V Gloria	re	0722N1R3	0722
Surge Petre V Angelus autem Domini astitit	re	0801N2R2	0801
Summum Regem gloriae Christum adoremus	in	0806I	0806
Quicumque Christum quaeritis	hy	0806H	0806
Paulo minus ab Angelis minoratus	an	0806N1A1	0806
Revelavit Dominus condensa	an	0806N1A2	0806
Speciosus forma prae filis hominum	an	0806N1A3	0806
Surge illuminare Jerusalem V Et ambulabunt Gentes	re	0806N1R1	0806
In splendenti nube V Apparuit nubes	re	0806N1R2	0806
Videte qualem charitatem V Scimus quoniam V Gloria	re	0806N1R3	0806
Illuminans tu mirabiliter	an	0806N2A1	0806
Melior est dies una in atriis tuis	an	0806N2A2	0806
Gloriosa dicta sunt de te civitas Dei	an	0806N2A3	0806
Inebriati sunt ab ubertate V Quoniam apud te est fons	re	0806N2R1	0806
Praeceptor bonum est V Non enim sciebat	re	0806N2R2	0806
Si ministratio mortis V Amplioris enim gloriae V Gloria	re	0806N2R3	0806
Thabor et Hermon in nomine tuo	an	0806N3A1	0806
Lux orta est justo et rectis corde laetitia	an	0806N3A2	0806
Confessionem et decorem induit	an	0806N3A3	0806
Vocavit nos deus vocatione sua V Qui destruxit mortem	re	0806N3R1	0806
Deus qui fecit de tenebris lumen V Exortum est V Gloria	re	0806N3R2	0806
Beatus Laurentius Christi Martyr triumphat	in	0810I	0810
Quo progrederis sine filio	an	0810N1A1	0810
Non me derelinque pater sancte	an	0810N1A2	0810
Non ego te desero fili	an	0810N1A3	0810
Levita Laurentius V Dispersit dedit pauperibus	re	0810N1R1	0810
Puer meus noli timere qui V Liberabo te	re	0810N1R2	0810
Strinxerunt corporis V Mea nox obscurum V Gloria	re	0810N1R3	0810
Beatus Laurentius orabat	an	0810N2A1	0810
Dixit Romanus ad beatum Laurentium	an	0810N2A2	0810
Beatus Laurentius dixit	an	0810N2A3	0810
Quo progrederis sine filio V Quid in me ergo displicuit	re	0810N2R1	0810
Non me derelinque V Nos quasi senes levioris	re	0810N2R2	0810
Beatus Laurentius clamavit V Mea nox obscurum V Gloria	re	0810N2R3	0810
Strinxerunt corporis	an	0810N3A1	0810
Igne me examinasti	an	0810N3A2	0810
Interrogatus te Dominum confessus sum	an	0810N3A3	0810
In craticula te Deum non negavi V Probasti Domine	re	0810N3R1	0810
O Hippolyte si credis V Beatus Laurentius V Gloria	re	0810N3R2	0810
Venite adoremus Regem regum... assumpta	in	0815I	0815
Surge jam terris	hy	0815H	0815
Exaltata est sancta	an	0815N1A1	0815
Paradisi portae	an	0815N1A2	0815
Benedicta tu in mulieribus	an	0815N1A3	0815
Vidi speciosam sicut V Quae est ista	re	0815N1R1	0815
Beata es Maria quae V Ave Maria V Gloria	re	0815N2R3	0815
Diffusa est V Myrrha	re	0815N3R1	0815
Beata es Virgo Maria Dei Genitrix V Ave Maria V Gloria	re	0815N3R2	0815
Misit Herodes rex V Arguebat	re	0829N1R1	0829
Joannes Baptista arguebat V Misso Herodes	re	0829N1R2	0829
Puellae saltanti V Ait puella matri V Gloria	re	0829N1R3	0829
Nativitatem Virginis Mariae celebremus	in	0908I	0908
Hodie nata est beata V Beatissimae Virginis	re	0908N1R1	0908
Beatissimae Virginis V Cum jucunditate Nativitatem	re	0908N1R2	0908
Gloriosae... Nativitatem V Beatissimae V Gloria	re	0908N1R3	0908
Nativitas gloriosae Virginis Mariae ex semine V Hodie nata	re	0908N2R1	0908
Cum jucunditate celebremus Nativitatem V Corde et animo	re	0908N2R2	0908
Nativitas tua Dei Genitrix V Benedicta tu V Gloria	re	0908N2R3	0908
Christum Regem pro nobis in Cruce	in	0914I	0914
Nobile lignum exaltatur	an	0914N1A1	0914
Sancta Crux extollitur	an	0914N1A2	0914
O Crux venerabilis	an	0914N1A3	0914
O Crucis victoria	an	0914N2A1	0914
Funestae mortis damnatur supplicium	an	0914N2A2	0914
Rex exaltatur in aethera cum nobile	an	0914N2A3	0914
Adoramus te Christe... quia per Crucem	an	0914N3A1	0914
Per lignum servi facti sumus	an	0914N3A2	0914
Salvator mundi salva nos qui per Crucem	an	0914N3A3	0914
Stemus juxta Crucem cum Maria	in	0915I	0915
O quot undis	hy	0915H	0915
Multiplicati sunt qui tribulant	an	0915N1A1	0915
Paraverunt sagittas suas	an	0915N1A2	0915
Defecit in dolore vite mea	an	0915N1A3	0915
Simeon vir justus et timoratus V Ne vocetis	re	0915N1R1	0915
Surge et accipe Puerum V Vocavi Filium meum	re	0915N1R2	0915
Fili quid fecisti nobis sic V Quid est quod V Gloria	re	0915N1R3	0915
Factum est cor meum tamquam cera	an	0915N2A1	0915
Deus vitam meam annuntiavi tibi	an	0915N2A2	0915
Fuerunt mihi lacrymae	an	0915N2A3	0915
Jesum bajulantem sibi V Filiae Jerusalem	re	0915N2R1	0915
Postquam venerunt in locum V Tunc beatam	re	0915N2R2	0915
Joseph de Arimathaea V Dolens Sunamitis V Gloria	re	0915N2R3	0915
Intenderunt arcum	an	0915N3A1	0915
Anima mea turbata est	an	0915N3A2	0915
Deus adjutor in tribulationibus	an	0915N3A3	0915
Qui tibi sensus fuit o Mater V Considerate	re	0915N3R1	0915
In toto corde tuo V Ave princeps generosa V Gloria	re	0915N3R2	0915
Iste Confessor... vulnera (S. Francisci)	hy	0917H	0917
Concussum est mare	an	0929N1A1	0929
Laudemus Dominum	an	0929N1A2	0929
Ascendit fumus	an	0929N1A3	0929
Michael Archangele	an	0929N2A1	0929
Michael praepositus	an	0929N2A2	0929
Gloriosus apparuisti	an	0929N2A3	0929
Angelus Archangelus	an	0929N3A1	0929
Data sunt ei	an	0929N3A2	0929
Multa magnalia	an	0929N3A3	0929
Regem Angelorum Dominum Venite adoremus	in	1002I	1002
Custodes hominum psallimus Angelos	hy	1002H	1002
Dominus Deus coeli et terrae ipse mittet	an	1002N1A1	1002
Deus meus misit Angelum suum	an	1002N1A2	1002
Bene ambuletis et Dominus sit in itinere	an	1002N1A3	1002
Angelis suis mandavit de te V Millia millium	re	1002N1R1	1002
Respondit Angelus Domini V Iste enim septuagesimus	re	1002N1R2	1002
In conspectu Gentium V Stetit Angelus juxta V Gloria	re	1002N1R3	1002
Cum essem vobiscum per voluntatem	an	1002N2A1	1002
Tollens se Angelus Domini	an	1002N2A2	1002
Imittet Angelus Domini in circuitu	an	1002N2A3	1002
Vivit ipse Dominus quoniam V Et non permisit me	re	1002N2R1	1002
Angelus Domini descendit cum Azaria V Benedictus Deus eorum	re	1002N2R2	1002
In omni tribulatione eorum V In dilectione V Gloria	re	1002N2R3	1002
Misit Dominus Angelum suum qui percussit	an	1002N3A1	1002
Adorate Dominum omnes angeli	an	1002N3A2	1002
Benedicite Domino omnes angeli	an	1002N3A3	1002
Machabaeus et qui cum eo V Cum pariter prompto	re	1002N3R1	1002
Tu Domine qui misisti Angelum V Ut metuant V Gloria	re	1002N3R2	1002
Solemnitatem Rosarii	in	1007I	1007
In monte olivis consito Redemptor	hy	1007H	1007
Angelus Gabriel nuntiavit Mariae	an	1007N1A1	1007
Intravit Maria in domum	an	1007N1A2	1007
Peperit filium suum primogenitum	an	1007N1A3	1007
Sumite psalterium V Cantate ei canticum novum	re	1007N1R1	1007
Vidi speciosam sicut V Astitit Regina	re	1007N1R2	1007
Cum inducerent Jesum	an	1007N2A1	1007
Requirentes Jesum parentes	an	1007N2A2	1007
Coepit constristari et factus	an	1007N2A3	1007
Tu gloria Jerusalem V Pulchra es	re	1007N2R1	1007
Dextera tua magnificata est V Benedixit te Dominus	re	1007N2R2	1007
Apprehendit Pilatus Jesum	an	1007N3A1	1007
Milites plectentes coronam	an	1007N3A2	1007
Crucis imperium super humerum	an	1007N3A3	1007
Ego quasi vitis V Ego mater pulchrae	re	1007N3R1	1007
Surge propera amica mea jam enim V Dominus dabit V Gloria	re	1007N3R2	1007
Maternitatem beatae Virginis Mariae celebremus	in	1011I	1011
Coelo Redemptor praetulit	hy	1011H	1011
Felix es sacra Virgo V Maternitatem	re	1011N1R1	1011
Sine tactu pudoris V Benedicta tu	re	1011N1R2	1011
Multae filiae congregaverunt V Sentiant omnes tuum V Gloria	re	1011N1R3	1011
Gloriosae... Maternitatem V Christo canamus gloriam	re	1011N2R1	1011
Benedicta filia tua V Nostras deprecationes	re	1011N2R2	1011
Benedicta tu inter mulieres... unde hoc mihi V Respexit V Gloria	re	1011N2R3	1011
Beata es Virgo Maria quae V Diffusa est	re	1011N3R1	1011
Regis superni nuntia	hy	1015H	1015
Corpus domas jejuniis	hy	1020H	1020
Christe sanctorum decus Angelorum	hy	1024H	1024
Egressus Tobias invenit	an	1024N1A1	1024
Angelus Raphael seipsum	an	1024N1A2	1024
Sanum ducam filium	an	1024N1A3	1024
In illo tempore exauditae V Tobias et Sara	re	1024N1R1	1024
Egressus Tobias invenit V Eg ignorans	re	1024N1R2	1024
Ingressus Angelus ad Tobiam V Et respondens Tobias V Gloria	re	1024N1R3	1024
Dixit autem Angelus apprehende	an	1024N2A1	1024
Obsecro te Azaria frater	an	1024N2A2	1024
Lumina fel sanat sed virtus	an	1024N2A3	1024
Interrogavit Tobias Angelum V Genus quaeris	re	1024N2R1	1024
Exivit Tobias ut lavaret V Attraxit autem	re	1024N2R2	1024
Ubi introieris domum tuam V Tolle tecum V Gloria	re	1024N2R3	1024
Est hic Sara Raguelis	an	1024N3A1	1024
Septem viros habuit quos	an	1024N3A2	1024
Per tres dies orationi cum uxore	an	1024N3A3	1024
Benedicite Deum coeli dixit Angelus V Ipsum benedicite	re	1024N3R1	1024
Tempus est ut revertar ad eum V Confitemini ei V Gloria	re	1024N3R2	1024
Jesum Christum Regem regum	in	10H5I	10H5F1
Aeterna imago altissimi	hy	10H5H	10H5F1
Ego autem constitutus	an	10H5N1A1	10H5F1
Gloria et honore	an	10H5N1A2	10H5F1
Elevamini portae aeternales	an	10H5N1A3	10H5F1
Super Solium David V Multiplicabitur ejus	re	10H5N1R1	10H5F1
Aspiciebam in visu V Potestas ejus	re	10H5N1R2	10H5F1
Tu Bethlehem V Egressus ejus V Gloria	re	10H5N1R3	10H5F1
Sedebit Dominus Rex	an	10H5N2A1	10H5F1
Virga directationis	an	10H5N2A2	10H5F1
Psallite Rege nostro	an	10H5N2A3	10H5F1
Exsulta satis V Potestas ejus a mari	re	10H5N2R1	10H5F1
Opportet illum V Cum subjecta	re	10H5N2R2	10H5F1
Fecit nos regnum V Ipse est primogenitus V Gloria	re	10H5N2R3	10H5F1
Benedicentur in ipso	an	10H5N3A1	10H5F1
Et ego primogenitum	an	10H5N3A2	10H5F1
Thronus ejus	an	10H5N3A3	10H5F1
Factum est regnum huius mundi V Adorabunt in conspectu	re	10H5N3R1	10H5F1
Decem cornua quae vidisti V Regnavit V Gloria	re	10H5N3R2	10H5F1
Regem regum Dominum	in	1101I	1101
Placare Christe servulis	hy	1101H	1101
Novit Dominus	an	1101N1A1	1101
Mirificavit Dominus	an	1101N1A2	1101
Admirabile est nomen tuum Domine qui gloria	an	1101N1A3	1101
Vidi Dominum sedentem V Seraphim stabant	re	1101N1R1	1101
Domine qui operati sunt	an	1101N2A1	1101
Haec est generatio	an	1101N2A2	1101
Laetamini in Domino	an	1101N2A3	1101
Timete Dominum	an	1101N3A1	1101
Domine spes Sanctorum	an	1101N3A2	1101
Qui diligitis Dominum laetamini	an	1101N3A3	1101
Laudemus Deum nostrum... Martini	in	1111I	1111
Martinus adhuc	an	1111N1A1	1111
Sanctae Trinitatis fidem Martinus	an	1111N1A2	1111
Ego signo crucis non clypeo	an	1111N1A3	1111
Hic est Martinus electus V Sanctae Trinitatis fidem	re	1111N1R1	1111
Domine si adhuc populo V Oculis ac manibus	re	1111N1R2	1111
O beatum virum Martinum V Domine si adhuc V Gloria	re	1111N1R3	1111
Confido in Domino	an	1111N2A1	1111
Tetradius cognita	an	1111N2A2	1111
O ineffabilem virum	an	1111N2A3	1111
Oculis ac manibus V Dum sacramenta	re	1111N2R1	1111
Beatus Martinus obitum V Viribus corporis	re	1111N2R2	1111
Dixerunt discipuli... Martinum V Scimus quidem V Gloria	re	1111N2R3	1111
Dominus Jesus Christus non se inquit	an	1111N3A1	1111
Sacerdos Dei Martine aperti	an	1111N3A2	1111
Sacerdos Dei Martine pastor	an	1111N3A3	1111
O beatum virum in cujus V Ecclesia virtute	re	1111N3R1	1111
Martinus Abrahae sinu V Martinus episcopus V Gloria	re	1111N3R2	1111
Caecilia virgo Almachium	an	1122N1A1	1122
Expansis manibus orabat	an	1122N1A2	1122
Cilicio Caecilia	an	1122N1A3	1122
Cantantibus organis V Biduanis ac triduanis	re	1122N1R1	1122
O beata Caecilia V Quasi apis argumentosa	re	1122N1R2	1122
Virgo gloriosa semper Evangelium V Expansis manibus V Gloria	re	1122N1R3	1122
Domine Jesu Christe seminator casti	an	1122N2A1	1122
Beata Caecilia dixit ad	an	1122N2A2	1122
Fiat Domine cor meum et corpus 	an	1122N2A3	1122
Cilicio Caecilia V Haec est Cirgo sapiens	re	1122N2R1	1122
Caeciliam intra cubiculo V Angelus Domini descendit	re	1122N2R2	1122
Domine Jesu Christe pastor V Nam sponsum quem V Gloria	re	1122N2R3	1122
Credimus Christum Filium Dei verum Deum	an	1122N3A1	1122
Nos scientes sanctum nomen	an	1122N3A2	1122
Tunc Valerianus perrexit ad	an	1122N3A3	1122
Beata Caecilia dixit Tiburtio V Sicut enim amor	re	1122N3R1	1122
Caecilia me misit ad vos V Tunc Valerianus V Gloria	re	1122N3R2	1122
Orante sancto Clemente V Vidi supra montem	re	1123N2R1	1123
Omnes una voce dixerunt V Non meis	re	1123N2R2	1123
Dedisti Domine habitaculum V Dedisti Domine Sanctis V Gloria	re	1123N2R3	1123
Regem apostolorum Dominum venite (simplex)	in	APEXIa	APEX
Regem apostolorum Dominum venite (duplex)	in	APEXIb	APEX
Regem apostolorum Dominum venite (1.2.classis)	in	APEXIc	APEX
Aeterna Christi munera	hy	APEXH	APEX
In omnem terram exivit sonus	an	APEXN1A1	APEX
Clamaverunt justi et Dominus	an	APEXN1A2	APEX
Constitues eos principes	an	APEXN1A3	APEX
Ecce ego mitto vos sicut V Dum lucem habetis	re	APEXN1R1	APEX
Tollite jugum meum super vos V Et invenietis	re	APEXN1R2	APEX
Dum steteritis ante reges V Non enim vos estis V Gloria	re	APEXN1R3	APEX
Principes populorum congregati sunt	an	APEXN2A1	APEX
Dedisti hereditatem timentibus	an	APEXN2A2	APEX
Adnuntiaverunt opera Dei	an	APEXN2A3	APEX
Vidi conjunctos viros V Vidi Angelum Dei volantem	re	APEXN2R1	APEX
Beati eritis cum maledixerint V Cum vos oderint	re	APEXN2R2	APEX
Isti sunt triumphatores V Isti sunt qui venerunt V Gloria	re	APEXN2R3	APEX
Exaltabuntur cornua justi	an	APEXN3A1	APEX
Lux orta est justis	an	APEXN3A2	APEX
Custodiebant testimonia ejus	an	APEXN3A3	APEX
Isti sunt qui viventes V In omnem terram	re	APEXN3R1	APEX
Isti sunt viri sancti V Sancti per fidem V Gloria	re	APEXN3R2	APEX
Regem apostolorum Dominum venite... alleluia	in	APTPI	APTP
Tristes erant Apostoli	hy	APTPH	APTP
Stabunt justi in magna constantia	an	APTPN1A	APTP
Beatus vir qui metuit Dominum V Gloria et divitiae	re	APTPN1R1	APTP
Tristitia vestra V Mundus quidem gaudebit	re	APTPN1R2	APTP
Pretiosa in conspectu V Custodit dominus omnia V Gloria	re	APTPN1R3	APTP
Ecce quomodo computati sunt	an	APTPN2A	APTP
Lux perpetua lucebit Sanctis tuis V Laetitia sempiterna	re	APTPN2R1	APTP
Virtute magna reddebant V Repleti quidem Spiritu	re	APTPN2R2	APTP
Isti sunt agni novelli V In conspectu Agni V Gloria	re	APTPN2R3	APTP
Lux perpetua lucebit Sanctis tuis	an	APTPN3A	APTP
Ego sum vitis vera V Sicut dilexit me	re	APTPN3R1	APTP
Candidi facti sunt Nazaraei V Candidiores nive V Gloria	re	APTPN3R2	APTP
Regem Martyrum Dominum venite (unius, simplex)	in	UMEXIa	UMEX
Regem Martyrum Dominum venite (unius, duplex)	in	UMEXIb	UMEX
Regem Martyrum Dominum venite (unius, 1.2 classis)	in	UMEXIc	UMEX
Deus tuorum militum (tonus prior)	hy	UMEXHa	UMEX
Deus tuorum militum (tonus alter)	hy	UMEXHb	UMEX
In lege Domini fuit voluntas	an	UMEXN1A1	UMEX
Praedicans praeceptum	an	UMEXN1A2	UMEX
Voce mea ad Dominum clamavi et exaudivit	an	UMEXN1A3	UMEX
Iste Sanctus pro lege V Iste est qui contempsit	re	UMEXN1R1	UMEX
Justus germinabit sicut lilium V Plantatus in domo	re	UMEXN1R2	UMEX
Iste cognovit justitiam V Iste est qui contempsit V Gloria	re	UMEXN1R3	UMEX
Filii hominum scitote	an	UMEXN2A1	UMEX
Scuto bonae voluntatis tuae	an	UMEXN2A2	UMEX
In universa terra gloria et honore	an	UMEXN2A3	UMEX
Honestum fecit illum V Descenditque cum illo	re	UMEXN2R1	UMEX
Desiderium animae ejus V Quoniam praevenisti	re	UMEXN2R2	UMEX
Stolam jucunditatis induit V Cibavit illum V Gloria	re	UMEXN2R3	UMEX
Justus Dominus... aequitatem vidit vultus ejus.	an	UMEXN3A1	UMEX
Habitabit in tabernaculo tuo	an	UMEXN3A2	UMEX
Posuisti Domine super caput	an	UMEXN3A3	UMEX
Corona aurea super caput V Quoniam praevenisti	re	UMEXN3R1	UMEX
Hic est vere Martyr V Justum deduxit V Gloria	re	UMEXN3R2a	UMEX
Domine praevenisti eloria	re	UMEXN3R2b	UMEX
Regem Martyrum Dominum	in	PMEXIa	PMEX
Regem Martyrum Dominum	in	PMEXIb	PMEX
Regem Martyrum Dominum	in	PMEXIc	PMEX
Christo profusum sanguinem	hy	PMEXH	PMEX
Secus decursus	an	PMEXN1A1	PMEX
Tamquam aurum	an	PMEXN1A2	PMEX
Si coram hominibus	an	PMEXN1A3	PMEX
Absterget Deus V Non esurient	re	PMEXN1R1	PMEX
Viri sancti gloriosum sanguinem V Unus spiritus	re	PMEXN1R2	PMEX
Tradiderunt corpora sua V Istai sunt V Gloria	re	PMEXN1R3	PMEX
Dabo sanctis meis	an	PMEXN2A1	PMEX
Sanctis qui in terra	an	PMEXN2A2	PMEX
Sancti qui sperant	an	PMEXN2A3	PMEX
Sancti tui Domine mirabile V quoniam percussit	re	PMEXN2R1	PMEX
Verba carnificum V Tradiderunt corpora	re	PMEXN2R2	PMEX
Tamquam aurum in fornace V Qui confidunt in illum V Gloria	re	PMEXN2R3	PMEX
Justi autem in perpetuo 	an	PMEXN3A1	PMEX
Tradiderunt corpora sua	an	PMEXN3A2	PMEX
Ecce merces sanctorum	an	PMEXN3A3	PMEX
Propter testamentum Domini V Ecce quam bonum	re	PMEXN3R1	PMEX
Sancti mei qui in isto V Venite benedicti V Gloria	re	PMEXN3R2a	PMEX
Haec est vera Fraternitas V Ecce quam bonum V Gloria	re	PMEXN3R2b	PMEX
Exsultent in Domino Sancti Alleluia	in	MRTPI	MRTP
Regem Confessorum Dominum venite (simplex)	in	COPOIa	COPO
Regem Confessorum Dominum venite (duplex)	in	COPOIb	COPO
Regem Confessorum Dominum venite (1.2.classis)	in	COPOIc	COPO
Regem Confessorum Dominum venite (TP)	in	COPOId	COPO
Iste Confessor (Dominica et 1.2.classis)	hy	COPOF1H	COPO
Iste Confessor (F2)	hy	COPOF2H	COPO
Iste Confessor (F3)	hy	COPOF3H	COPO
Iste Confessor (F4)	hy	COPOF4H	COPO
Iste Confessor (F5)	hy	COPOF5H	COPO
Iste Confessor (F6)	hy	COPOF6H	COPO
Iste Confessor (Sabb)	hy	COPOF7H	COPO
Iste Confessor (ad lib)	hy	COPOH	COPO
Beatus vir... prosperabuntur	an	COPON1A1	COPO
Beatus iste Sanctus qui confisus	an	COPON1A2	COPO
Tu es gloria mea tu es Susceptor	an	COPON1A3	COPO
Euge serve bone V Domine quinque talenta	re	COPON1R1	COPO
Ecce sacerdos magnus V Benedictionem omnium	re	COPON1R2	COPO
Juravit Dominus V Dixit Dominus V Gloria	re	COPON1R3	COPO
Invocantem exaudivit	an	COPON2A1	COPO
Laetentur omnes qui sperant	an	COPON2A2	COPO
Domine Dominus noster... terra... qui gloria	an	COPON2A3	COPO
Inveni David V Nihil proficiet	re	COPON2R1	COPO
Posui adjutorium super potentem V Inveni David	re	COPON2R2	COPO
