OR	Ordinarium Divini Officii ad Matutinum	Ordinarium	Ordinarium	1			
5GF4	Feria IV Cinerum	Proprium de Tempore	Hebdomada Quinquagesimæ	2		Feria privilegiata	I. classis
5GF5	Feria V post Cineres	Proprium de Tempore	Hebdomada Quinquagesimæ	3		Simplex	III. classis
5GF6	Feria VI post Cineres	Proprium de Tempore	Hebdomada Quinquagesimæ	3		Simplex	III. classis
5GF7	Sabbato post Cineres	Proprium de Tempore	Hebdomada Quinquagesimæ	3		Simplex	III. classis
Q1F1	Dominica I in Quadragesima	Proprium de Tempore	Dominica I in Quadragesima	2		I. classis - Semiduplex	I. classis
Q1F2	Feria II	Proprium de Tempore	Hebdomada I Quadragesimæ	3		Simplex	III. classis
Q1F3	Feria III	Proprium de Tempore	Hebdomada I Quadragesimæ	3		Simplex	III. classis
Q1F4	Feria IV Quatuor Temporum	Proprium de Tempore	Hebdomada I Quadragesimæ	2		Simplex	II. classis
Q1F5	Feria V	Proprium de Tempore	Hebdomada I Quadragesimæ	3		Simplex	III. classis
Q1F6	Feria VI Quatuor Temporum	Proprium de Tempore	Hebdomada I Quadragesimæ	2		Simplex	II. classis
Q1F7	Sabbato Quatuor Temporum	Proprium de Tempore	Hebdomada I Quadragesimæ	2		Simplex	II. classis
Q2F1	Dominica II in Quadragesima	Proprium de Tempore	Dominica II in Quadragesima	2		I. classis - Semiduplex	I. classis
Q2F2	Feria II	Proprium de Tempore	Hebdomada II Quadragesimæ	3		Simplex	III. classis
Q2F3	Feria III	Proprium de Tempore	Hebdomada II Quadragesimæ	3		Simplex	III. classis
Q2F4	Feria IV	Proprium de Tempore	Hebdomada II Quadragesimæ	3		Simplex	III. classis
Q2F5	Feria V	Proprium de Tempore	Hebdomada II Quadragesimæ	3		Simplex	III. classis
Q2F6	Feria VI	Proprium de Tempore	Hebdomada II Quadragesimæ	3		Simplex	III. classis
Q2F7	Sabbato	Proprium de Tempore	Hebdomada II Quadragesimæ	3		Simplex	III. classis
Q3F1	Dominica III in Quadragesima	Proprium de Tempore	Dominica III in Quadragesima	2		I. classis - Semiduplex	I. classis
Q3F2	Feria II	Proprium de Tempore	Hebdomada III Quadragesimæ	3		Simplex	III. classis
Q3F3	Feria III	Proprium de Tempore	Hebdomada III Quadragesimæ	3		Simplex	III. classis
Q3F4	Feria IV	Proprium de Tempore	Hebdomada III Quadragesimæ	3		Simplex	III. classis
Q3F5	Feria V	Proprium de Tempore	Hebdomada III Quadragesimæ	3		Simplex	III. classis
Q3F6	Feria VI	Proprium de Tempore	Hebdomada III Quadragesimæ	3		Simplex	III. classis
Q3F7	Sabbato	Proprium de Tempore	Hebdomada III Quadragesimæ	3		Simplex	III. classis
Q4F1	Dominica IV in Quadragesima	Proprium de Tempore	Dominica IV in Quadragesima	2		I. classis - Semiduplex	I. classis
Q4F2	Feria II	Proprium de Tempore	Hebdomada IV Quadragesimæ	3		Simplex	III. classis
Q4F3	Feria III	Proprium de Tempore	Hebdomada IV Quadragesimæ	3		Simplex	III. classis
Q4F4	Feria IV	Proprium de Tempore	Hebdomada IV Quadragesimæ	3		Simplex	III. classis
Q4F5	Feria V	Proprium de Tempore	Hebdomada IV Quadragesimæ	3		Simplex	III. classis
Q4F6	Feria VI	Proprium de Tempore	Hebdomada IV Quadragesimæ	3		Simplex	III. classis
Q4F7	Sabbato	Proprium de Tempore	Hebdomada IV Quadragesimæ	3		Simplex	III. classis
Q5F1	Dominica de Passione	Proprium de Tempore	Dominica de Passione	2		I. classis - Semiduplex	I. classis
Q5F2	Feria II	Proprium de Tempore	Hebdomada Passionis	3		Feria major	III. classis
Q5F3	Feria III	Proprium de Tempore	Hebdomada Passionis	3		Feria major	III. classis
Q5F4	Feria IV	Proprium de Tempore	Hebdomada Passionis	3		Feria major	III. classis
Q5F5	Feria V	Proprium de Tempore	Hebdomada Passionis	3		Feria major	III. classis
Q5F6	Feria VI	Proprium de Tempore	Hebdomada Passionis	3		Feria major	III. classis
Q5F7	Sabbato	Proprium de Tempore	Hebdomada Passionis	3		Feria major	III. classis
Q6F1	Dominica in Palmis	Proprium de Tempore	Dominica in Palmis	2		I. classis - Semiduplex	I. classis
Q6F2	Feria II	Proprium de Tempore	In Feriis Majoris Hebdomadæ	3		Feria privilegiata	I. classis
Q6F3	Feria III	Proprium de Tempore	In Feriis Majoris Hebdomadæ	3		Feria privilegiata	I. classis
Q6F4	Feria IV	Proprium de Tempore	In Feriis Majoris Hebdomadæ	3		Feria privilegiata	I. classis
Q6F5	Feria V in Cœna Domini	Proprium de Tempore	Feria V in Cœna Domini	2		Duplex I. classis	I. classis
Q6F6	Feria VI in Parasceve	Proprium de Tempore	Feria VI in Parasceve	2		Duplex I. classis	I. classis
Q6F7	Sabbato Sancto	Proprium de Tempore	Sabbato Sancto	2		Duplex I. classis	I. classis
P0F1	Dominica Resurrectionis\\Domini nostri Jesu Christi	Proprium de Tempore	Dominica Resurrectionis	1		Duplex I. classis	I. classis
P0F2	Feria II infra Octavam Paschæ	Proprium de Tempore	Infra Octavam Paschæ	2		Duplex I. classis	Dies octavæ I. classis
P0F3	Feria III infra Octavam Paschæ	Proprium de Tempore	Infra Octavam Paschæ	2		Duplex I. classis	Dies octavæ I. classis
P0F4	Feria IV infra Octavam Paschæ	Proprium de Tempore	Infra Octavam Paschæ	2		Semiduplex	Dies octavæ I. classis
P0F5	Feria V infra Octavam Paschæ	Proprium de Tempore	Infra Octavam Paschæ	2		Semiduplex	Dies octavæ I. classis
P0F6	Feria VI infra Octavam Paschæ	Proprium de Tempore	Infra Octavam Paschæ	2		Semiduplex	Dies octavæ I. classis
P0F7	Sabbato in Albis	Proprium de Tempore	Infra Octavam Paschæ	2		Semiduplex	Dies octavæ I. classis
P1F1	Dominica in Albis	Proprium de Tempore	Dominica in Albis	2		I. classis - Duplex majus	I. classis
P1F2	Feria II	Proprium de Tempore	Hebdomada I post Pascha	3		Feria	IV. classis
P1F3	Feria III	Proprium de Tempore	Hebdomada I post Pascha	3		Feria	IV. classis
P1F4	Feria IV	Proprium de Tempore	Hebdomada I post Pascha	3		Feria	IV. classis
P1F5	Feria V	Proprium de Tempore	Hebdomada I post Pascha	3		Feria	IV. classis
P1F6	Feria VI	Proprium de Tempore	Hebdomada I post Pascha	3		Feria	IV. classis
P1F7	Sabbato	Proprium de Tempore	Hebdomada I post Pascha	3		Feria	IV. classis
P2F1	Dominica II post Pascha	Proprium de Tempore	Dominica II post Pascha	2		Semiduplex	II. classis
P3F1	Dominica III post Pascha	Proprium de Tempore	Dominica III post Pascha	2		Semiduplex	II. classis
P3F2	Feria II	Proprium de Tempore	Hebdomada III post Pascha	3		Feria	IV. classis
P3F3	Feria III	Proprium de Tempore	Hebdomada III post Pascha	3		Feria	IV. classis
P3F4	Feria IV	Proprium de Tempore	Hebdomada III post Pascha	3		Feria	IV. classis
P3F5	Feria V	Proprium de Tempore	Hebdomada III post Pascha	3		Feria	IV. classis
P3F6	Feria VI	Proprium de Tempore	Hebdomada III post Pascha	3		Feria	IV. classis
P3F7	Sabbato	Proprium de Tempore	Hebdomada III post Pascha	3		Feria	IV. classis
P4F1	Dominica IV post Pascha	Proprium de Tempore	Dominica IV post Pascha	2		Semiduplex	II. classis
P4F2	Feria II	Proprium de Tempore	Hebdomada IV post Pascha	3		Feria	IV. classis
P4F3	Feria III	Proprium de Tempore	Hebdomada IV post Pascha	3		Feria	IV. classis
P4F4	Feria IV	Proprium de Tempore	Hebdomada IV post Pascha	3		Feria	IV. classis
P4F5	Feria V	Proprium de Tempore	Hebdomada IV post Pascha	3		Feria	IV. classis
P4F6	Feria VI	Proprium de Tempore	Hebdomada IV post Pascha	3		Feria	IV. classis
P4F7	Sabbato	Proprium de Tempore	Hebdomada IV post Pascha	3		Feria	IV. classis
P5F1	Dominica V post Pascha	Proprium de Tempore	Dominica V post Pascha	2		Semiduplex	II. classis
P5F2	Feria II in Rogationibus	Proprium de Tempore	Dominica V post Pascha	2		Feria	IV. classis
P5F3	Feria III in Rogationibus	Proprium de Tempore	Dominica V post Pascha	2		Feria	IV. classis
P5F4	Feria IV in Rogationibus\\et Vigilia Ascensionis	Proprium de Tempore	Dominica V post Pascha	2		Feria	II. classis
P5F5	In Ascensione Domini	Proprium de Tempore	In Ascensione Domini	1		Duplex I. classis	I. classis
P6F1	Infra et post Octavam Ascensionis	Proprium de Tempore	Infra et post Octavam Ascensionis	3			
P6F7	In Vigilia Pentecostes	Proprium de Tempore	In Vigilia Pentecostes	3		Feria privilegiata	I. classis
P7F1	Dominica Pentecostes	Proprium de Tempore	Dominica Pentecostes	1		Duplex I. classis	I. classis
P7F2	Feria II infra Octavam Pentecostes	Proprium de Tempore	Infra Octavam Pentecostes	2		Duplex I. classis	Dies octavæ I. classis
P7F3	Feria III infra Octavam Pentecostes	Proprium de Tempore	Infra Octavam Pentecostes	2		Duplex I. classis	Dies octavæ I. classis
P7F4	Feria IV Quatuor Temporum Pentecostes	Proprium de Tempore	Infra Octavam Pentecostes	2		Semiduplex	Dies octavæ I. classis
P7F5	Feria V infra Octavam Pentecostes	Proprium de Tempore	Infra Octavam Pentecostes	2		Semiduplex	Dies octavæ I. classis
P7F6	Feria VI Quatuor Temporum Pentecostes	Proprium de Tempore	Infra Octavam Pentecostes	2		Semiduplex	Dies octavæ I. classis
P7F7	Sabbato Quatuor Temporum Pentecostes	Proprium de Tempore	Infra Octavam Pentecostes	2		Semiduplex	Dies octavæ I. classis
